year,month,day,prectotcorr,ps,t2m,t2m_max,t2m_min,rh2m,ws2m,wd2m,allsky_sfc_sw_dwn
2000,3,11,0.0,99.39,28.33,32.18,25.18,52.25,1.45,50.3,19.16
2000,3,12,0.0,99.55,29.24,33.57,25.7,53.76,1.23,358.4,20.6
2000,3,13,35.58,98.82,26.42,30.47,23.11,69.77,1.37,60.3,12.71
2000,3,14,0.0,99.88,28.99,32.79,25.88,56.32,1.03,55.5,20.58
2000,3,15,0.0,99.49,27.91,32.1,24.48,54.65,0.59,84.1,20.39
2000,3,16,0.0,99.58,28.16,32.69,24.46,49.98,1.59,32.1,18.64
2000,3,17,0.0,99.73,28.29,32.36,24.96,54.8,0.6,42.7,18.31
2000,3,18,3.16,99.36,27.67,31.98,24.14,52.34,0.86,44.7,17.57
2000,3,19,0.0,99.37,27.28,31.45,23.87,51.53,1.4,64.3,18.28
2000,3,20,0.0,99.86,28.27,32.43,24.86,53.16,1.13,33.1,18.47
2000,3,21,0.0,99.47,28.7,32.55,25.55,55.42,1.58,80.8,18.38
2000,3,22,0.0,99.54,28.31,32.52,24.87,53.06,2.0,40.0,18.28
2000,3,23,0.0,99.21,28.25,31.91,25.25,54.42,1.3,53.1,21.64
2000,3,24,3.43,99.32,27.33,31.49,23.92,59.25,1.18,27.1,18.61
2000,3,25,0.0,99.83,28.22,32.66,24.59,54.17,2.09,15.4,18.59
2000,3,26,0.0,99.57,27.94,32.49,24.22,51.77,1.68,44.8,19.53
2000,3,27,0.0,99.48,28.25,32.01,25.17,55.59,1.78,24.7,20.83
2000,3,28,0.0,99.73,27.67,31.84,24.26,52.21,1.76,20.6,18.51
2000,3,29,0.0,99.18,27.97,31.82,24.82,53.04,1.35,48.7,20.45
2000,3,30,0.0,99.4,27.16,31.23,23.83,55.55,1.31,12.9,19.69
2000,3,31,0.0,99.88,27.94,32.5,24.21,55.74,1.1,42.0,18.9
2000,4,1,0.0,99.45,26.52,30.78,23.03,53.72,1.74,52.5,20.14
2000,4,2,0.0,99.45,27.11,30.95,23.97,53.49,1.63,82.5,21.33
2000,4,3,0.0,99.66,26.8,30.61,23.68,59.64,1.73,49.5,19.82
2000,4,4,0.0,99.67,29.69,33.7,26.41,48.54,0.79,65.1,20.53
2000,4,5,0.0,99.21,27.64,31.66,24.35,55.87,1.87,19.5,19.92
2000,4,6,0.0,99.51,26.37,30.39,23.08,55.07,1.35,21.0,23.7
2000,4,7,0.0,99.75,26.11,29.68,23.19,54.03,0.74,81.1,20.02
2000,4,8,8.24,99.1,25.46,29.98,21.76,60.75,1.06,38.3,21.75
2000,4,9,1.24,99.32,26.1,30.64,22.39,53.58,1.38,31.5,21.31
2000,4,10,1.7,99.38,26.23,30.31,22.89,53.13,1.31,32.0,19.71
2000,4,11,0.0,99.53,26.15,29.85,23.12,59.0,1.6,51.9,19.14
2000,4,12,0.0,99.14,26.44,30.19,23.37,54.44,1.79,80.7,19.76
2000,4,13,0.0,98.83,27.29,30.95,24.3,56.25,1.59,3.1,20.64
2000,4,14,0.0,99.42,26.5,30.12,23.54,50.55,1.47,139.3,20.4
2000,4,15,0.0,99.59,27.07,30.78,24.03,52.3,1.73,69.1,18.69
2000,4,16,0.0,99.31,25.76,29.75,22.49,58.17,1.75,44.5,20.22
2000,4,17,0.0,99.25,26.17,30.07,22.98,60.81,2.2,65.9,18.79
2000,4,18,0.0,99.32,25.71,29.97,22.22,56.19,1.51,45.1,21.6
2000,4,19,42.78,98.56,24.89,28.3,22.1,85.03,1.72,79.0,14.49
2000,4,20,0.0,99.22,26.09,29.66,23.17,62.43,2.42,53.5,18.13
2000,4,21,25.84,98.78,26.35,29.59,23.7,75.91,1.35,82.0,17.67
2000,4,22,0.0,99.11,25.6,29.42,22.48,62.65,1.71,66.5,19.06
2000,4,23,0.0,99.11,25.27,29.47,21.84,63.71,1.53,98.8,20.1
2000,4,24,0.0,99.45,26.12,29.73,23.17,59.0,1.43,132.8,21.25
2000,4,25,0.0,99.58,25.71,29.8,22.36,59.58,2.02,67.1,21.69
2000,4,26,0.0,99.44,26.11,30.0,22.93,63.32,2.47,88.1,17.79
2000,4,27,11.4,98.61,25.18,29.09,21.98,64.63,2.8,110.5,18.06
2000,4,28,0.0,99.18,25.5,29.31,22.38,63.27,2.02,128.7,20.28
2000,4,29,0.0,99.29,25.04,29.16,21.67,64.13,2.26,107.8,20.64
2000,4,30,0.0,99.25,25.24,28.79,22.34,65.32,2.31,78.9,17.42
2000,5,1,0.0,98.88,24.27,28.04,21.19,65.5,2.06,69.0,18.64
2000,5,2,23.92,98.38,25.14,29.2,21.82,73.98,2.67,113.2,19.26
2000,5,3,24.1,98.45,25.09,28.34,22.43,73.46,2.15,127.3,16.4
2000,5,4,15.58,98.79,25.12,28.57,22.3,74.3,2.67,126.0,18.66
2000,5,5,0.0,98.83,24.67,28.31,21.69,72.96,2.16,132.6,20.54
2000,5,6,0.0,99.27,24.47,27.69,21.84,63.99,1.9,81.8,20.19
2000,5,7,0.0,99.14,25.17,28.35,22.57,66.36,1.96,104.6,18.62
2000,5,8,15.35,98.57,23.45,27.41,20.21,77.12,1.8,119.2,18.8
2000,5,9,0.0,99.16,25.44,28.59,22.86,66.92,2.94,133.6,18.25
2000,5,10,23.18,98.28,21.96,25.2,19.31,83.6,2.98,137.6,14.11
2000,5,11,22.53,98.53,23.25,26.63,20.49,83.99,2.27,142.4,13.56
2000,5,12,53.72,97.5,21.63,25.04,18.84,96.5,2.17,80.9,13.09
2000,5,13,53.71,97.5,23.16,26.27,20.61,94.31,2.32,102.0,13.9
2000,5,14,0.0,98.99,24.96,28.14,22.36,70.42,2.73,143.5,17.13
2000,5,15,38.95,97.95,22.95,25.89,20.55,95.76,2.34,149.3,15.21
2000,5,16,38.79,98.14,23.82,26.85,21.34,93.69,2.95,143.6,13.21
2000,5,17,0.0,99.03,23.95,27.3,21.21,71.96,2.66,162.2,18.78
2000,5,18,48.12,98.2,22.38,25.77,19.61,94.4,3.22,172.2,15.02
2000,5,19,0.0,98.96,22.66,26.05,19.88,72.71,3.11,125.5,18.22
2000,5,20,0.0,98.41,23.48,26.57,20.95,77.67,2.46,111.0,16.11
2000,5,21,34.12,97.77,22.33,25.34,19.87,96.9,2.44,150.9,13.44
2000,5,22,32.17,97.96,21.61,24.29,19.41,94.1,3.03,183.3,14.32
2000,5,23,15.57,99.19,23.02,25.94,20.63,83.42,2.92,174.4,16.48
2000,5,24,25.39,98.32,20.99,24.04,18.5,91.06,3.51,161.8,14.99
2000,5,25,32.21,98.34,22.37,25.65,19.69,92.69,3.2,206.6,12.66
2000,5,26,64.46,97.62,20.93,23.36,18.95,99.0,2.91,234.0,13.56
2000,5,27,66.63,97.5,20.61,23.46,18.28,95.67,3.75,197.1,14.03
2000,5,28,29.76,97.85,22.42,24.72,20.54,94.37,2.98,223.1,14.8
2000,5,29,33.97,98.18,22.68,25.14,20.67,99.0,2.66,139.0,13.96
2000,5,30,0.0,98.5,23.57,26.81,20.92,77.63,3.12,186.7,15.37
2000,5,31,64.0,97.57,20.31,22.82,18.26,99.0,2.92,170.4,8.98
2000,6,1,127.85,97.5,21.28,24.16,18.93,99.0,3.63,206.6,11.91
2000,6,2,37.13,98.06,21.08,24.19,18.53,99.0,2.85,154.5,13.79
2000,6,3,0.0,98.93,23.47,26.16,21.27,79.01,3.62,189.8,18.48
2000,6,4,70.59,97.5,20.77,23.23,18.76,99.0,3.22,175.0,12.51
2000,6,5,39.17,97.9,19.96,22.78,17.66,99.0,2.74,217.0,14.89
2000,6,6,43.83,97.8,20.57,23.77,17.95,99.0,3.53,182.1,13.16
2000,6,7,29.15,98.12,20.69,23.72,18.21,96.83,3.84,154.2,15.21
2000,6,8,23.98,97.99,20.87,23.54,18.68,96.08,3.45,212.5,12.81
2000,6,9,27.53,98.07,20.99,23.56,18.88,99.0,3.36,225.1,14.6
2000,6,10,81.44,97.71,20.45,23.48,17.97,99.0,4.16,177.7,10.96
2000,6,11,103.63,97.5,20.84,23.14,18.96,99.0,3.93,222.9,11.42
2000,6,12,29.92,98.27,20.58,23.52,18.17,99.0,3.79,208.5,14.28
2000,6,13,23.19,98.05,22.01,24.54,19.94,95.77,2.75,209.9,13.53
2000,6,14,0.0,98.62,20.84,23.09,19.0,84.86,3.27,147.6,14.33
2000,6,15,20.08,98.07,20.59,22.75,18.82,98.05,3.47,242.2,13.95
2000,6,16,96.74,97.5,21.36,24.45,18.84,99.0,3.74,221.3,9.8
2000,6,17,67.79,97.5,19.08,21.65,16.98,99.0,3.93,220.6,12.0
2000,6,18,40.59,97.8,21.08,23.45,19.14,99.0,3.21,225.8,13.32
2000,6,19,95.14,97.5,19.76,22.35,17.64,99.0,3.84,222.3,11.48
2000,6,20,59.65,97.5,19.68,22.11,17.69,99.0,3.2,258.4,12.34
2000,6,21,108.72,97.5,20.34,22.77,18.35,99.0,3.92,248.9,11.0
2000,6,22,36.97,97.5,20.72,23.15,18.73,99.0,3.25,206.6,12.25
2000,6,23,31.85,98.03,21.25,23.81,19.15,97.48,4.16,297.1,13.42
2000,6,24,33.4,97.54,20.04,22.8,17.78,99.0,3.8,243.1,12.93
2000,6,25,28.67,98.06,20.46,22.58,18.73,96.45,3.57,277.2,11.79
2000,6,26,107.41,97.5,19.29,22.19,16.92,99.0,3.84,229.9,11.32
2000,6,27,0.0,98.77,20.65,22.91,18.8,87.35,3.49,227.9,12.29
2000,6,28,21.12,97.94,20.66,23.24,18.55,99.0,3.76,190.7,14.97
2000,6,29,116.53,97.5,19.24,21.73,17.2,99.0,3.38,176.7,11.15
2000,6,30,15.49,98.34,19.39,21.67,17.53,90.06,3.89,227.6,12.15
2000,7,1,0.0,98.65,22.06,24.87,19.76,85.94,3.69,218.3,15.8
2000,7,2,0.0,98.41,21.36,23.63,19.5,84.19,3.71,239.7,15.87
2000,7,3,15.5,98.65,20.11,22.98,17.76,95.63,3.78,209.9,14.26
2000,7,4,38.34,97.59,19.89,22.55,17.71,99.0,3.47,249.7,11.86
2000,7,5,71.74,97.5,18.8,21.07,16.94,99.0,4.6,255.3,8.4
2000,7,6,88.89,97.5,19.29,21.44,17.53,99.0,3.73,278.6,11.36
2000,7,7,70.22,97.88,20.1,22.87,17.84,99.0,4.23,296.3,8.31
2000,7,8,16.48,98.32,20.73,22.89,18.96,96.52,3.37,251.1,12.69
2000,7,9,103.45,97.5,18.75,21.19,16.75,99.0,2.95,286.6,7.88
2000,7,10,53.01,97.5,18.35,21.02,16.17,99.0,3.91,242.3,10.19
2000,7,11,0.0,98.84,20.56,23.16,18.43,83.95,4.21,237.8,14.27
2000,7,12,62.04,97.5,19.61,22.03,17.63,99.0,4.27,202.4,8.12
2000,7,13,86.59,97.5,18.99,21.27,17.13,99.0,4.16,232.4,12.23
2000,7,14,68.62,97.5,19.41,22.09,17.22,99.0,3.72,220.5,8.01
2000,7,15,65.17,97.5,18.82,20.79,17.21,99.0,4.01,202.4,9.61
2000,7,16,0.0,98.7,20.36,22.92,18.26,84.34,3.54,185.0,14.47
2000,7,17,0.0,98.57,21.43,23.57,19.68,88.16,3.54,227.0,13.62
2000,7,18,37.54,97.51,18.94,21.2,17.09,99.0,3.85,195.9,11.27
2000,7,19,101.4,97.5,18.73,21.34,16.59,99.0,3.84,221.8,9.74
2000,7,20,68.65,97.5,18.16,20.47,16.27,99.0,3.54,247.3,9.41
2000,7,21,69.5,97.5,18.37,21.22,16.04,99.0,3.79,198.8,7.8
2000,7,22,79.31,97.5,19.66,22.39,17.42,99.0,4.14,187.9,9.01
2000,7,23,18.65,98.22,21.03,23.39,19.1,95.98,3.35,183.9,13.65
2000,7,24,71.55,97.5,19.82,22.32,17.77,99.0,3.93,201.0,9.08
2000,7,25,8.86,98.51,21.48,23.75,19.62,89.83,3.13,200.8,13.3
2000,7,26,36.26,97.9,19.39,22.11,17.16,99.0,2.99,179.6,11.03
2000,7,27,74.83,97.5,19.57,22.61,17.09,99.0,3.72,241.6,9.9
2000,7,28,20.65,98.43,21.03,23.32,19.16,94.63,3.56,229.2,14.38
2000,7,29,31.25,97.85,19.28,21.97,17.08,98.33,3.61,168.8,12.4
2000,7,30,42.75,97.66,19.59,22.33,17.35,99.0,3.57,180.0,11.8
2000,7,31,33.24,98.05,19.77,22.09,17.87,99.0,3.87,231.4,13.24
2000,8,1,15.37,98.39,19.3,21.71,17.33,95.84,3.69,169.0,14.28
2000,8,2,57.43,97.6,19.48,21.69,17.67,99.0,3.63,176.8,9.37
2000,8,3,19.02,98.43,20.02,22.9,17.67,92.01,3.95,195.5,13.02
2000,8,4,9.97,98.53,21.65,24.29,19.49,85.54,3.74,177.8,14.12
2000,8,5,0.0,98.25,20.81,23.37,18.71,83.86,3.44,255.5,16.91
2000,8,6,61.08,97.5,19.61,22.96,16.87,99.0,3.74,207.2,8.51
2000,8,7,0.0,98.61,21.5,23.81,19.61,80.1,3.2,199.8,15.09
2000,8,8,100.29,97.5,18.25,21.43,15.65,99.0,3.18,188.4,10.25
2000,8,9,31.3,98.15,20.02,22.27,18.18,95.61,3.74,211.5,11.32
2000,8,10,80.93,97.5,19.79,22.51,17.56,99.0,3.12,192.6,10.0
2000,8,11,14.42,98.67,21.72,24.14,19.74,86.68,3.33,168.4,13.38
2000,8,12,13.54,98.63,21.1,23.79,18.9,85.94,3.27,133.6,15.56
2000,8,13,16.84,98.52,21.63,24.42,19.35,90.69,3.16,159.2,13.86
2000,8,14,0.0,98.58,22.09,24.85,19.83,79.88,3.75,164.9,14.37
2000,8,15,50.08,97.65,20.16,23.21,17.66,98.46,2.99,185.0,9.06
2000,8,16,0.0,98.68,22.24,25.49,19.58,76.44,3.67,195.0,15.25
2000,8,17,0.0,98.72,21.67,24.67,19.22,78.77,2.55,166.3,17.09
2000,8,18,0.0,98.86,21.22,24.36,18.65,76.9,2.91,166.0,14.93
2000,8,19,12.14,98.9,22.58,26.08,19.71,86.19,2.8,127.3,13.31
2000,8,20,0.0,99.01,22.55,25.46,20.17,76.28,3.15,134.1,16.62
2000,8,21,69.4,97.53,20.02,23.39,17.26,96.6,2.3,104.8,10.87
2000,8,22,37.82,98.16,21.04,24.88,17.9,92.78,2.93,135.5,12.94
2000,8,23,0.0,98.82,22.45,26.12,19.45,68.45,3.1,159.2,19.02
2000,8,24,20.95,98.18,20.79,24.43,17.81,86.83,2.59,165.8,15.62
2000,8,25,69.42,97.5,20.05,23.47,17.25,96.83,2.44,125.8,10.39
2000,8,26,0.0,99.05,23.27,26.83,20.36,75.15,2.41,171.8,15.08
2000,8,27,7.62,99.0,22.09,25.22,19.53,71.6,2.79,180.5,13.55
2000,8,28,0.0,99.19,22.72,25.98,20.05,71.4,1.97,161.0,16.15
2000,8,29,0.0,98.89,23.39,26.64,20.73,67.97,2.04,167.5,17.43
2000,8,30,0.0,99.29,22.56,25.71,19.99,69.08,2.53,105.9,14.54
2000,8,31,23.34,98.84,21.04,24.43,18.27,77.35,2.69,88.8,15.32
2000,9,1,46.4,98.01,20.91,24.14,18.27,88.52,2.54,152.3,13.06
2000,9,2,0.0,99.34,22.35,25.76,19.56,67.67,2.63,162.9,16.93
2000,9,3,0.0,99.24,21.82,24.85,19.34,68.61,1.97,168.5,15.85
2000,9,4,0.0,99.05,23.42,26.71,20.73,69.16,1.68,72.7,16.71
2000,9,5,0.0,98.98,22.74,26.56,19.62,71.08,2.65,118.7,17.41
2000,9,6,0.0,98.82,20.88,24.41,17.99,65.87,1.8,83.3,17.22
2000,9,7,12.79,98.72,22.7,26.56,19.54,71.52,2.45,107.9,15.63
2000,9,8,32.23,98.28,21.98,25.32,19.24,84.1,1.53,134.5,13.95
2000,9,9,0.0,99.1,24.51,27.97,21.68,65.87,2.45,119.1,17.95
2000,9,10,17.67,98.68,22.49,26.09,19.54,71.24,2.17,65.6,14.3
2000,9,11,0.16,98.74,24.0,27.51,21.13,60.96,2.54,99.6,17.34
2000,9,12,0.0,99.3,23.77,26.96,21.16,70.35,2.42,88.3,18.64
2000,9,13,0.0,99.33,22.96,26.71,19.89,64.37,1.97,127.0,15.91
2000,9,14,0.0,99.24,23.67,27.01,20.94,65.52,1.87,79.2,16.22
2000,9,15,0.0,98.97,23.37,26.99,20.41,64.58,2.17,102.5,14.54
2000,9,16,7.97,99.06,22.74,25.79,20.25,68.42,1.84,87.5,15.89
2000,9,17,0.0,99.2,23.23,26.7,20.39,65.99,0.77,144.8,17.82
2000,9,18,0.0,99.29,23.19,26.81,20.23,68.45,1.89,113.2,17.34
2000,9,19,15.23,99.11,23.08,26.9,19.95,71.9,1.65,89.1,14.04
2000,9,20,0.0,99.18,23.74,27.08,21.01,62.08,1.76,81.1,15.79
2000,9,21,0.0,99.25,23.41,26.85,20.59,64.4,2.06,90.2,15.71
2000,9,22,0.0,99.07,23.7,27.88,20.28,60.74,2.41,150.8,17.67
2000,9,23,0.0,99.4,22.59,26.83,19.12,57.84,2.63,105.1,13.97
2000,9,24,0.0,99.36,23.24,27.09,20.09,62.9,2.1,96.6,15.24
2000,9,25,0.0,99.28,23.79,27.86,20.46,58.41,1.68,106.5,16.53
2000,9,26,0.0,99.05,25.21,28.82,22.26,58.65,2.27,102.9,16.32
2000,9,27,0.0,99.12,24.53,28.43,21.34,57.22,1.32,104.9,14.28
2000,9,28,0.0,98.92,23.45,27.34,20.27,53.67,1.63,105.1,17.8
2000,9,29,0.0,99.13,25.31,28.78,22.47,56.96,1.8,58.2,15.02
2000,9,30,0.0,99.38,24.22,28.0,21.12,60.92,1.15,49.2,14.89
2000,10,1,0.0,99.33,23.47,27.12,20.48,63.98,1.98,105.0,15.2
2000,10,2,0.0,99.29,24.25,28.08,21.12,59.13,1.57,95.8,15.63
2000,10,3,0.0,99.53,25.04,28.62,22.11,58.71,1.98,70.4,16.95
2000,10,4,0.0,99.32,23.59,26.92,20.87,60.51,1.79,66.7,16.96
2000,10,5,0.0,99.16,23.7,27.43,20.65,60.54,1.57,100.5,17.12
2000,10,6,0.0,99.14,25.73,29.68,22.5,60.66,1.52,100.8,13.75
2000,10,7,0.0,99.23,24.71,28.66,21.48,63.87,1.88,45.0,15.41
2000,10,8,0.0,99.19,24.21,27.43,21.57,60.13,2.18,88.7,14.81
2000,10,9,0.0,99.44,24.51,28.27,21.44,59.73,2.18,84.5,15.71
2000,10,10,5.35,99.21,24.6,28.49,21.42,64.21,2.03,81.3,15.81
2000,10,11,0.0,99.21,24.52,28.25,21.46,63.18,2.15,58.9,14.42
2000,10,12,0.05,99.22,25.63,29.56,22.42,69.54,1.97,70.7,15.16
2000,10,13,0.0,99.4,24.8,28.1,22.1,66.52,1.7,82.0,14.41
2000,10,14,0.0,99.45,25.23,28.59,22.48,62.48,2.49,39.6,13.2
2000,10,15,0.0,98.94,24.86,28.69,21.73,60.5,1.72,122.0,13.06
2000,10,16,0.0,99.24,24.81,28.38,21.89,61.85,2.58,91.3,16.14
2000,10,17,16.6,98.87,24.83,28.81,21.58,69.5,2.23,77.9,15.38
2000,10,18,2.43,99.31,25.45,29.18,22.4,64.35,1.91,66.5,13.04
2000,10,19,0.0,99.29,23.8,27.19,21.02,63.46,1.52,102.7,14.9
2000,10,20,0.0,99.35,24.97,28.34,22.21,64.42,2.15,49.3,13.99
2000,10,21,2.82,99.16,26.34,29.45,23.79,58.89,2.01,117.5,12.01
2000,10,22,0.0,99.13,24.74,28.55,21.62,60.54,2.5,120.6,14.95
2000,10,23,0.0,99.41,25.41,28.99,22.48,67.18,1.65,80.2,13.84
2000,10,24,24.07,98.82,25.04,28.9,21.88,73.38,2.46,35.8,9.36
2000,10,25,0.0,99.39,24.4,28.08,21.39,61.19,2.62,83.0,14.28
2000,10,26,1.19,99.39,24.91,28.54,21.94,63.17,1.8,91.6,15.4
2000,10,27,4.51,98.99,23.98,27.8,20.85,69.97,2.36,97.2,11.48
2000,10,28,0.0,99.19,25.38,28.95,22.46,65.43,2.61,151.1,12.02
2000,10,29,0.0,99.48,25.62,29.12,22.76,62.84,2.6,110.8,13.74
2000,10,30,0.0,99.35,25.84,29.43,22.9,62.36,2.48,149.1,14.63
2000,10,31,0.0,99.29,26.54,30.36,23.41,61.75,2.74,123.8,12.56
2000,11,1,0.0,99.24,25.53,28.86,22.8,60.14,2.11,112.6,13.64
2000,11,2,0.0,99.52,24.73,28.58,21.58,61.36,2.06,105.0,13.67
2000,11,3,0.0,98.97,24.97,28.58,22.02,68.53,2.67,46.1,14.87
2000,11,4,0.0,99.35,25.11,28.6,22.25,67.7,1.18,43.1,11.75
2000,11,5,8.07,99.09,25.52,29.17,22.53,66.93,1.96,121.6,12.82
2000,11,6,0.0,99.08,27.4,31.33,24.19,61.97,1.75,97.8,14.77
2000,11,7,18.86,99.13,25.0,28.93,21.78,76.8,2.07,128.3,11.96
2000,11,8,12.1,98.53,26.34,30.06,23.29,68.05,2.2,54.7,14.14
2000,11,9,0.0,99.34,25.84,29.64,22.73,64.8,2.25,106.7,12.9
2000,11,10,0.0,99.42,25.17,28.81,22.19,59.66,2.05,109.7,12.86
2000,11,11,0.0,99.15,25.47,28.95,22.62,63.04,2.07,78.0,11.7
2000,11,12,0.0,99.39,25.59,29.36,22.5,61.04,2.36,64.9,13.89
2000,11,13,24.56,98.69,25.1,28.64,22.21,76.93,1.76,64.4,12.9
2000,11,14,2.07,99.47,26.43,29.82,23.66,66.66,1.83,72.5,9.96
2000,11,15,19.25,99.51,25.06,28.63,22.14,70.55,1.59,77.1,9.81
2000,11,16,0.0,99.42,26.91,30.15,24.26,58.41,1.92,72.3,13.99
2000,11,17,0.0,99.48,27.16,30.53,24.41,60.28,1.29,96.9,14.96
